term,count,topic1,topic2,topic3,source1,source1_count,source2,source2_count,source3,source3_count,source4,source4_count,source5,source5_count,source6,source6_count
Sphyrapicus,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Mayors Office,3,,,,LA City Geo Hub,3,,,,,,,,,,
Bucephala,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
family planning,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
Riverside,5,,,,California Natural Resources Agency Data Portal,3,SCAG GIS Open Data Portal,2,,,,,,,,
White,4,,,,California Health and Human Services Open Data Portal,3,California Natural Resources Agency Data Portal,1,,,,,,,,
Natural Gas,3,,,,City of Long Beach Data Portal,3,,,,,,,,,,
Elgaria,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
American Indian,4,demographics,,,California Health and Human Services Open Data Portal,3,SCAG GIS Open Data Portal,1,,,,,,,,
pertussis,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
principal cause of injury,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
primary practice location,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
elongatus,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
health facilities,3,health,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
MS-DRG,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
clean streets,3,,,,LA City Geo Hub,3,,,,,,,,,,
seismic safety,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
parcels,4,,,,LA City Geo Hub,3,Santa Monica Open Data,1,,,,,,,,
evapotranspiration,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Alligator,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
neighborhood-empowerment,3,,,,ControlPanel LA,3,,,,,,,,,,
Cyprinodon,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Contingency,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
covered california,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
archived BOE capital improvement projects,3,,,,LA City Geo Hub,3,,,,,,,,,,
RedBreasted,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
mitigation,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
WhiteTailed,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Central Valley,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
2000 census,3,,,,LA City Geo Hub,3,,,,,,,,,,
Banos,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Phalacrocorax,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
average,4,,,,California Health and Human Services Open Data Portal,3,Performance LA,1,,,,,,,,
californica,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
iz,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
prevention,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
Thrush,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Los,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
alos,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
iv-d program,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
Colusa,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
skilled nursing facilities,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
park,4,,,,Los Angeles Open Data,3,California Natural Resources Agency Data Portal,1,,,,,,,,
Preventative,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
Pedestrian Collisions,3,,,,LA City Geo Hub,3,,,,,,,,,,
passenger,3,,,,Los Angeles Open Data,3,,,,,,,,,,
Scapanus,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Rocky Intertidal,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
pipes,3,,,,LA City Geo Hub,3,,,,,,,,,,
facility,4,,,,California Health and Human Services Open Data Portal,3,Los Angeles Open Data,1,,,,,,,,
payer source,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
iv-d cases,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
performance,3,,,,Los Angeles Open Data,3,,,,,,,,,,
Public Way Reservation System,3,,,,LA City Geo Hub,3,,,,,,,,,,
performance-units,3,,,,Los Angeles Open Data,3,,,,,,,,,,
Tiger,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
schedule,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
pbe,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
CVPIA,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Branta,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
permit-type,3,,,,Los Angeles Open Data,3,,,,,,,,,,
areas,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Fishing,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Teal,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
CEC,4,,,,California Natural Resources Agency Data Portal,3,California Health and Human Services Open Data Portal,1,,,,,,,,
la-county,4,,,,Performance LA,3,Los Angeles Open Data,1,,,,,,,,
Taxonomy,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
counties,5,,,,California Health and Human Services Open Data Portal,3,California Natural Resources Agency Data Portal,2,,,,,,,,
nuttallii,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Sapsucker,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
mortality rate,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
Pixley,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Metro transit projects,3,,,,LA City Geo Hub,3,,,,,,,,,,
Taricha,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Scoter,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
marmoratus,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
net income,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
morbidity,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
senate districts,3,,,,LA City Geo Hub,3,,,,,,,,,,
townsendi,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
coronary artery bypass graft,3,Health,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
chrysomelas,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
flood hazards,3,,water,,LA City Geo Hub,3,,,,,,,,,,
Phalarope,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
spc,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
layer,4,,,,LA City Geo Hub,3,California Natural Resources Agency Data Portal,1,,,,,,,,
esophageal resection,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
behavioral risk factor surveillance survey,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
iaps,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
rusp,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
language,5,,,,California Health and Human Services Open Data Portal,3,County of Los Angeles Data Portal,2,,,,,,,,
San Joaquin County,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
risk-adjusted rate,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
Murrelet,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
lanterman act,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
hammondii,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Oriole,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
PWRS,3,,,,LA City Geo Hub,3,,,,,,,,,,
Delevan,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
newborn screening,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
Newt,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Melanitta,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Haemorhous,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
signs,4,,,,LA City Geo Hub,3,Los Angeles Open Data,1,,,,,,,,
Phalaropus,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Icterus,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
ischemic stroke,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
exemptions,4,,,,California Health and Human Services Open Data Portal,3,Los Angeles Open Data,1,,,,,,,,
bicycle,4,,,,California Health and Human Services Open Data Portal,3,Performance LA,1,,,,,,,,
Decorative Crosswalk,3,,,,LA City Geo Hub,3,,,,,,,,,,
Fishes,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Consumer,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
ImageryBaseMapsEarthCover,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
deed,3,,,,LA City Geo Hub,3,,,,,,,,,,
City,4,,,,LA City Geo Hub,3,SCAG GIS Open Data Portal,1,,,,,,,,
Impaired Waters,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
consumer,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
Improvement,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
housing-authority-for-the-city-of-los-angeles,3,housing,,,Los Angeles Open Data,3,,,,,,,,,,
housing-authority,3,housing,,,Los Angeles Open Data,3,,,,,,,,,,
law enforcement,3,,,,LA City Geo Hub,3,,,,,,,,,,
bonuses,3,,,,ControlPanel LA,3,,,,,,,,,,
stents,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
Density,4,,,,LA City Geo Hub,3,California Natural Resources Agency Data Portal,1,,,,,,,,
Mole,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
archived BOE permits,3,,,,LA City Geo Hub,3,,,,,,,,,,
fishes,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
esophageal cancer surgery,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
STI,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
respiratory disease,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
Crashes,3,,,,LA City Geo Hub,3,,,,,,,,,,
conditional entrant,3,,,,California Health and Human Services Open Data Portal,3,,,,,,,,,,
mobility,3,,,,Performance LA,3,,,,,,,,,,
Sylvilagus,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
Inland,3,,,,California Natural Resources Agency Data Portal,3,,,,,,,,,,
welfare,2,,,,California Health and Human Services Open Data Portal,2,,,,,,,,,,
LongBilled,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
LongEared,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
edd,2,,,,Performance LA,2,,,,,,,,,,
emissions,3,,,,Performance LA,2,Los Angeles Open Data,1,,,,,,,,
LongNosed,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
fire-call-processing-time,2,,,,Performance LA,2,,,,,,,,,,
fire-travel-time,2,,,,Performance LA,2,,,,,,,,,,
Written Language,2,,,,California Health and Human Services Open Data Portal,2,,,,,,,,,,
Lontra,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
gang-crime,2,,,,Performance LA,2,,,,,,,,,,
gang-related-crime,2,,,,Performance LA,2,,,,,,,,,,
city,4,,,,SCAG GIS Open Data Portal,2,Performance LA,1,California State Controller's Office Local Government Financial Data,1,,,,,,
Loon,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
harbor,5,,,,Performance LA,2,Los Angeles Open Data,2,California Natural Resources Agency Data Portal,1,,,,,,
ehr,2,,,,California Health and Human Services Open Data Portal,2,,,,,,,,,,
loss,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
in-basin,3,,,,Performance LA,2,Los Angeles Open Data,1,,,,,,,,
job-growth,2,,,,Performance LA,2,,,,,,,,,,
elder abuse,2,,,,California Health and Human Services Open Data Portal,2,,,,,,,,,,
youth,2,,,,California Health and Human Services Open Data Portal,2,,,,,,,,,,
zip,2,,,,California Health and Human Services Open Data Portal,2,,,,,,,,,,
luciae,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
local,3,,,,Performance LA,2,Los Angeles Open Data,1,,,,,,,,
Districts,2,,,,SCAG GIS Open Data Portal,2,,,,,,,,,,
1993,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
1994,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
1995,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
1996,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
1997,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
1998,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
1999,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Lynx,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Lyresnake,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
part-i-crime,2,,,,Performance LA,2,,,,,,,,,,
easements,3,,,,LA City Geo Hub,2,California Natural Resources Agency Data Portal,1,,,,,,,,
electronic health records,2,,,,California Health and Human Services Open Data Portal,2,,,,,,,,,,
2000,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
2001,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
2003,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
potholes,4,,,,Performance LA,2,County of Los Angeles Data Portal,2,,,,,,,,
2004,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
2005,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
quarterly,3,,,,Performance LA,2,Los Angeles Open Data,1,,,,,,,,
rate,2,,,,Performance LA,2,,,,,,,,,,
2006,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Magpie,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
major,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Pelecanus,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Pelican,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Animal Care,2,,,,City of Long Beach Data Portal,2,,,,,,,,,,
penicillatus,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Peninsular,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Fire Department,2,,,,LA City Geo Hub,2,,,,,,,,,,
pepperweed,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
health insurance,2,,,,California Health and Human Services Open Data Portal,2,,,,,,,,,,
Biology,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Bioaccumulation,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
paucispinis,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
passerina,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Bivalves,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Big,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
BlackBellied,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
petroleum,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
blackberry,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
healthy community indicators,2,,,,California Health and Human Services Open Data Portal,2,,,,,,,,,,
city-profile,2,,,,ControlPanel LA,2,,,,,,,,,,
Phoca,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Phoebe,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
hemorrhagic stroke,2,,,,California Health and Human Services Open Data Portal,2,,,,,,,,,,
controller,2,,,,ControlPanel LA,2,,,,,,,,,,
BlackThroated,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
debt,2,,,,ControlPanel LA,2,,,,,,,,,,
Pica,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
blockgroups,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
blocks,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Blocks,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
demographic,4,,,,ControlPanel LA,2,California Health and Human Services Open Data Portal,2,,,,,,,,
Pile,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
blue,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Pine,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Bluebird,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Plaza,2,,,,LA City Geo Hub,2,,,,,,,,,,
hip fracture,2,,,,California Health and Human Services Open Data Portal,2,,,,,,,,,,
bobcat,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
Bocaccio,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
economics,5,,,,ControlPanel LA,2,LA City Geo Hub,2,Los Angeles Open Data,1,,,,,,
Hispanic,2,,,,California Health and Human Services Open Data Portal,2,,,,,,,,,,
Pinyon,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
hiv,2,,,,California Health and Human Services Open Data Portal,2,,,,,,,,,,
HIV,2,,,,California Health and Human Services Open Data Portal,2,,,,,,,,,,
Piranga,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
annexations,2,,,,LA City Geo Hub,2,,,,,,,,,,
bottae,2,,,,California Natural Resources Agency Data Portal,2,,,,,,,,,,
